Lote;Registro Sanitario;RUC ; C¢digo Cliente ; Proveedor ; Raz¢n Social ;Fecha Ingreso ; Fecha Vcto ;T. Documento ; Nø de Documento ; C¢digo Interno ;Unidad (UND) ; UM ; Temp. ;Cant.Bulto;Cant. Cajas ;Cant.x Caja;Cant.Fracci¢n; Cantidad Total ;Fabricante ; Procedencia ; Observaciones
S25TZAMZAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/05/2027;Invoice;9903049636;INT-P0347;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZANRAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/05/2027;Invoice;9903049636;INT-P0348;UND;UND;15¦ 25¦ C;1;1;4;0;4;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAPAAC;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0349;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAPKAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0350;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAOZAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0351;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAPYAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0352;UND;UND;15¦ 25¦ C;1;1;6;0;6;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
P25TZAGBAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0353;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
P25TZAEZAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/05/2027;Invoice;9903049636;INT-P0354;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAOAAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0355;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAOOAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0356;UND;UND;15¦ 25¦ C;1;1;2;0;2;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZALJAC;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/05/2027;Invoice;9903049636;INT-P0357;UND;UND;15¦ 25¦ C;1;1;10;0;10;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZARNAC;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/07/2027;Invoice;9903049636;INT-P0358;UND;UND;15¦ 25¦ C;1;1;10;0;10;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
P25TZAGDAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0359;UND;UND;15¦ 25¦ C;1;1;10;0;10;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
P25TZAFLAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0360;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZARYAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/07/2027;Invoice;9903049636;INT-P0361;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAPTAD;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/07/2027;Invoice;9903049636;INT-P0362;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZANGAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/05/2027;Invoice;9903049636;INT-P0363;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZALWAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/05/2027;Invoice;9903049636;INT-P0364;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAPPAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0365;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZANGAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/05/2027;Invoice;9903049636;INT-P0366;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
P25TZAFXAD;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0367;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
P25TZAGRAF;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/07/2027;Invoice;9903049636;INT-P0368;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAOIAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0369;UND;UND;15¦ 25¦ C;1;1;3;0;3;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAOCAC;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/05/2027;Invoice;9903049636;INT-P0370;UND;UND;15¦ 25¦ C;1;1;3;0;3;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZARJAC;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/07/2027;Invoice;9903049636;INT-P0371;UND;UND;15¦ 25¦ C;1;1;3;0;3;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZARPAC;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/07/2027;Invoice;9903049636;INT-P0372;UND;UND;15¦ 25¦ C;1;1;2;0;2;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZARIAE;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/07/2027;Invoice;9903049636;INT-P0373;UND;UND;15¦ 25¦ C;1;1;2;0;2;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAOLAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0374;UND;UND;15¦ 25¦ C;1;1;2;0;2;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAUAAG;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/07/2027;Invoice;9903049636;INT-P0375;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAPGAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0376;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAPGAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0377;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZARQAE;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/07/2027;Invoice;9903049636;INT-P0378;UND;UND;15¦ 25¦ C;1;1;2;0;2;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
P25TZAHLAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/08/2027;Invoice;9903049636;INT-P0379;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAQSAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0380;UND;UND;15¦ 25¦ C;1;1;4;0;4;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAQOAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0381;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAPJAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/06/2027;Invoice;9903049636;INT-P0382;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAKHAC;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/04/2027;Invoice;9903049636;INT-P0383;UND;UND;15¦ 25¦ C;1;1;6;0;6;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAJPAB;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/04/2027;Invoice;9903049636;INT-P0384;UND;UND;15¦ 25¦ C;1;1;4;0;4;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZANIAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/05/2027;Invoice;9903049636;INT-P0385;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZAJYAD;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;30/04/2027;Invoice;9903049636;INT-P0386;UND;UND;15¦ 25¦ C;1;1;2;0;2;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZATHAD;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/07/2027;Invoice;9903049636;INT-P0387;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZASMAC;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/07/2027;Invoice;9903049636;INT-P0388;UND;UND;15¦ 25¦ C;1;1;5;0;5;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
S25TZALPAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/05/2027;Invoice;9903049636;INT-P0389;UND;UND;15¦ 25¦ C;1;1;1;0;1;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
P25TZAFIAA;DM22472E;20605712241;CLI-2241-001;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;27/11/2025;31/05/2027;Invoice;9903049636;INT-P0390;UND;UND;15¦ 25¦ C;1;1;2;0;2;SAHAJANAND MEDICAL TECHNOLOGIES IRELAND LTD;INDIA;
5032071;DM10422E;20605712241;CLI-2241-001;CARDIO PERFUSION EIRL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;19/11/2025;28/02/2027;Gu¡a de Remisi¢n Remitente;TM01-00015447;INT-P0391;UND;UND;15ø 25øC;1;1;5;0;5;ABBOTT MEDICAL;USA;
I3232620;DM15537E;20605712241;CLI-2241-001;CARDIO PERFUSION EIRL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;19/11/2025;26/05/2028;Gu¡a de Remisi¢n Remitente;TM01-00015447;INT-P0392;UND;UND;15ø 25øC;1;1;2;0;2;ABBOTT MEDICAL;USA;
I3162108;DM16469E;20605712241;CLI-2241-001;CARDIO PERFUSION EIRL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;19/11/2025;3/03/2028;Gu¡a de Remisi¢n Remitente;TM01-00015442;INT-P0393;UND;UND;15ø 25øC;1;1;5;0;5;MIRET MEDICAL SYSTEMS INC;USA;
I3248498;DM15537E;20605712241;CLI-2241-001;CARDIO PERFUSION EIRL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;19/11/2025;10/06/2028;Gu¡a de Remisi¢n Remitente;TM01-00015442;INT-P0394;UND;UND;15ø 25øC;1;1;5;0;5;MIRET MEDICAL SYSTEMS INC;USA;
I3197593;DM15537E;20605712241;CLI-2241-001;CARDIO PERFUSION EIRL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;19/11/2025;22/04/2028;Gu¡a de Remisi¢n Remitente;TM01-00015442;INT-P0395;UND;UND;15ø 25øC;1;1;5;0;5;MIRET MEDICAL SYSTEMS INC;USA;
K3242383;DM15438E;20605712241;CLI-2241-001;CARDIO PERFUSION EIRL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;19/11/2025;31/05/2028;Gu¡a de Remisi¢n Remitente;TL01-00022919;INT-P0396;UND;UND;15ø 25øC;1;1;10;0;10;MIRET MEDICAL SYSTEMS INC;USA;
H3201753;DM11121E;20605712241;CLI-2241-001;CARDIO PERFUSION EIRL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;19/11/2025;26/04/2028;Gu¡a de Remisi¢n Remitente;TL01-00022919;INT-P0397;UND;UND;15ø 25øC;1;1;5;0;5;MIRET MEDICAL SYSTEMS INC;USA;
2309-0232;DM7990E;20605712241;CLI-2241-001;PHS PERUVIAN HOSPITAL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;24/11/2025;31/08/2026;Gu¡a de Remisi¢n Remitente;TA01-0003333;INT-P0398;UND;UND;15ø 25øC;1;1;1;0;1;PRENDRACARE INTERNATIONAL B.V.;PAISES BAJOS;
2309-0228;DM7990E;20605712241;CLI-2241-001;PHS PERUVIAN HOSPITAL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;24/11/2025;31/08/2026;Gu¡a de Remisi¢n Remitente;TA01-0003335;INT-P0399;UND;UND;15ø 25øC;1;1;2;0;2;PENDRACARE INTERNATIONAL B.V.;PAISES BAJOS;
2309-0229;DM7990E;20605712241;CLI-2241-001;PHS PERUVIAN HOSPITAL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;24/11/2025;31/08/2026;Gu¡a de Remisi¢n Remitente;TA01-0003335;INT-P0400;UND;UND;15ø 25øC;1;1;2;0;2;PENDRACARE INTERNATIONAL B.V.;PAISES BAJOS;
20231007;DM16353E;20605712241;CLI-2241-001;NIPRO MEDICAL CORPORACION;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;25/11/2025;30/09/2026;Gu¡a de Remisi¢n Remitente;T001-00035038;INT-P0401;UND;UND;15ø 25øC;1;1;20;0;20;SHANGHAI INT MEDICAL INST.;CHINA;
H3283983;DM11121E;20605712241;CLI-2241-001;CARDIO PERFUSION EIRL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;25/11/2025;8/08/2028;Gu¡a de Remisi¢n Remitente;TL01-00023124;INT-P0402;UND;UND;15ø 25øC;1;1;5;0;5;MIRET MEDICAL SYSTEMS INC;USA;
H3318717;DM6721E;20605712241;CLI-2241-001;CARDIO PERFUSION EIRL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;25/11/2025;2/09/2028;Gu¡a de Remisi¢n Remitente;TL01-00023124;INT-P0403;UND;UND;15ø 25øC;1;1;5;0;5;MIRET MEDICAL SYSTEMS INC;USA;
5080571;DM10422E;20605712241;CLI-2241-001;CARDIO PERFUSION EIRL;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;25/11/2025;31/07/2027;Gu¡a de Remisi¢n Remitente;TL01-00023124;INT-P0404;UND;UND;15ø 25øC;1;1;5;0;5;ABBOTT MEDICAL;USA;
MVC19;DM26178E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;15/10/2027;Invoice;2925202090;INT-P0405;UND;UND;15ø 25øC;1;1;3;0;3;MERIL LIFE SCIENCES;INDIA;
MVC19;DM26178E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;15/10/2027;Invoice;2925202090;INT-P0406;UND;UND;15ø 25øC;1;1;3;0;3;MERIL LIFE SCIENCES;INDIA;
MVC16;DM26178E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;6/10/2027;Invoice;2925202090;INT-P0407;UND;UND;15ø 25øC;1;1;4;0;4;MERIL LIFE SCIENCES;INDIA;
MVC17;DM26178E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;7/10/2027;Invoice;2925202090;INT-P0408;UND;UND;15ø 25øC;1;1;6;0;6;MERIL LIFE SCIENCES;INDIA;
MVC19;DM26178E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;15/10/2027;Invoice;2925202090;INT-P0409;UND;UND;15ø 25øC;1;1;5;0;5;MERIL LIFE SCIENCES;INDIA;
MVC18;DM26178E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;13/10/2027;Invoice;2925202090;INT-P0410;UND;UND;15ø 25øC;1;1;2;0;2;MERIL LIFE SCIENCES;INDIA;
MVC14;DM26178E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;27/09/2027;Invoice;2925202090;INT-P0411;UND;UND;15ø 25øC;1;1;2;0;2;MERIL LIFE SCIENCES;INDIA;
PMTDF50;DM25766E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;5/07/2027;Invoice;2925202090;INT-P0412;UND;UND;15ø 25øC;1;1;3;0;3;MERIL LIFE SCIENCES;INDIA;
PMTDF65;DM25766E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;15/09/2027;Invoice;2925202090;INT-P0413;UND;UND;15ø 25øC;1;1;3;0;3;MERIL LIFE SCIENCES;INDIA;
PMTDF67;DM25766E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;17/09/2027;Invoice;2925202090;INT-P0414;UND;UND;15ø 25øC;1;1;4;0;4;MERIL LIFE SCIENCES;INDIA;
PMTDF66;DM25766E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;16/09/2027;Invoice;2925202090;INT-P0415;UND;UND;15ø 25øC;1;1;6;0;6;MERIL LIFE SCIENCES;INDIA;
PMTDF68;DM25766E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;20/09/2027;Invoice;2925202090;INT-P0416;UND;UND;15ø 25øC;1;1;5;0;5;MERIL LIFE SCIENCES;INDIA;
PMTDF62;DM25766E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;22/08/2027;Invoice;2925202090;INT-P0417;UND;UND;15ø 25øC;1;1;2;0;2;MERIL LIFE SCIENCES;INDIA;
PMTDF57;DM25766E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;31/07/2027;Invoice;2925202090;INT-P0418;UND;UND;15ø 25øC;1;1;1;0;1;MERIL LIFE SCIENCES;INDIA;
PMTDF61;DM25766E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;20/08/2027;Invoice;2925202090;INT-P0419;UND;UND;15ø 25øC;1;1;1;0;1;MERIL LIFE SCIENCES;INDIA;
PPHTC72;DM26236E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;4/11/2027;Invoice;2925202090;INT-P0420;UND;UND;15ø 25øC;1;1;25;0;25;MERIL LIFE SCIENCES;INDIA;
PVLDCK19;DM21052E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;21/08/2028;Invoice;2925202090;INT-P0421;UND;UND;15ø 25øC;1;1;8;0;8;MERIL LIFE SCIENCES;INDIA;
PVLDCK20;DM21052E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;23/08/2028;Invoice;2925202090;INT-P0422;UND;UND;15ø 25øC;1;1;17;0;17;MERIL LIFE SCIENCES;INDIA;
PMTVD19;DM25981E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;18/07/2028;Invoice;2925202090;INT-P0423;UND;UND;15ø 25øC;1;1;4;0;4;MERIL LIFE SCIENCES;INDIA;
PMTVD24;DM25981E;20605712241;CLI-2241-001;MERIL LIFE SCIENCES;MIRET MEDICAL ASOCIADOS S.A.C. MIRET MED;2/12/2025;2/08/2028;Invoice;2925202090;INT-P0424;UND;UND;15ø 25øC;1;1;3;0;3;MERIL LIFE SCIENCES;INDIA;
