Lote;Registro Sanitario;RUC ; C¢digo Cliente ; Proveedor ; Raz¢n Social ;Fecha Ingreso ; Fecha Vcto ;T. Documento ; Nø de Documento ; C¢digo Interno ;Unidad (UND) ; UM ; Temp. ;Cant.Bulto;Cant. Cajas ;Cant.x Caja;Cant.Fracci¢n; Cantidad Total ;Fabricante ; Procedencia ; Observaciones
23041108;DM2109E;20606511991;CLI-1991-001;AID HEALTH CARE S.A.C.;TRAUMA SPINE E.I.R.L.;10/12/2025;17/04/2028;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0504;UND;UND;15ø 25øC;1;1;4;0;4;AID HEALTH CARE S.A.C.;PERU;
23092553;DM2109E;20606511991;CLI-1991-001;AID HEALTH CARE S.A.C.;TRAUMA SPINE E.I.R.L.;10/12/2025;21/09/2028;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0505;UND;UND;15ø 25øC;1;1;30;0;30;AID HEALTH CARE S.A.C.;PERU;
2403682;DM2109E;20606511991;CLI-1991-001;AID HEALTH CARE S.A.C.;TRAUMA SPINE E.I.R.L.;10/12/2025;14/03/2029;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0506;UND;UND;15ø 25øC;1;1;23;0;23;AID HEALTH CARE S.A.C.;PERU;
250139;DM2109E;20606511991;CLI-1991-001;AID HEALTH CARE S.A.C.;TRAUMA SPINE E.I.R.L.;10/12/2025;8/01/2030;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0507;UND;UND;15ø 25øC;1;1;27;0;27;AID HEALTH CARE S.A.C.;PERU;
21104300;DM2109E;20606511991;CLI-1991-001;AID HEALTH CARE S.A.C.;TRAUMA SPINE E.I.R.L.;10/12/2025;30/09/2026;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0508;UND;UND;15ø 25øC;1;1;1;0;1;AID HEALTH CARE S.A.C.;PERU;
2303965;DM2109E;20606511991;CLI-1991-001;AID HEALTH CARE S.A.C.;TRAUMA SPINE E.I.R.L.;10/12/2025;2/04/2028;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0509;UND;UND;15ø 25øC;1;1;4;0;4;AID HEALTH CARE S.A.C.;PERU;
23092600;DM2109E;20606511991;CLI-1991-001;AID HEALTH CARE S.A.C.;TRAUMA SPINE E.I.R.L.;10/12/2025;26/09/2028;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0510;UND;UND;15ø 25øC;1;1;14;0;14;AID HEALTH CARE S.A.C.;PERU;
2404864;DM2109E;20606511991;CLI-1991-001;AID HEALTH CARE S.A.C.;TRAUMA SPINE E.I.R.L.;10/12/2025;4/04/2029;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0511;UND;UND;15ø 25øC;1;1;11;0;11;AID HEALTH CARE S.A.C.;PERU;
25061779;DM2109E;20606511991;CLI-1991-001;AID HEALTH CARE S.A.C.;TRAUMA SPINE E.I.R.L.;10/12/2025;5/06/2030;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0512;UND;UND;15ø 25øC;1;1;20;0;20;AID HEALTH CARE S.A.C.;PERU;
22041531;DM2109E;20606511991;CLI-1991-001;AID HEALTH CARE S.A.C.;TRAUMA SPINE E.I.R.L.;10/12/2025;31/03/2027;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0513;UND;UND;15ø 25øC;1;1;4;0;4;AID HEALTH CARE S.A.C.;PERU;
20240500017;DM22318E;20606511991;CLI-1991-001;G21 S.r.l.;TRAUMA SPINE E.I.R.L.;10/12/2025;7/03/2027;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0514;UND;UND;15ø 25øC;1;1;1;0;1;G21 S.r.l.;ITALIA;
20240900058;DM22318E;20606511991;CLI-1991-001;G21 S.r.l.;TRAUMA SPINE E.I.R.L.;10/12/2025;12/06/2027;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0515;UND;UND;15ø 25øC;1;1;2;0;2;G21 S.r.l.;ITALIA;
20241200066;DM22318E;20606511991;CLI-1991-001;G21 S.r.l.;TRAUMA SPINE E.I.R.L.;10/12/2025;11/10/2027;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0516;UND;UND;15ø 25øC;1;1;6;0;6;G21 S.r.l.;ITALIA;
20241200006;DM22318E;20606511991;CLI-1991-001;G21 S.r.l.;TRAUMA SPINE E.I.R.L.;10/12/2025;14/11/2027;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0517;UND;UND;15ø 25øC;1;1;3;0;3;G21 S.r.l.;ITALIA;
20250200011;DM22318E;20606511991;CLI-1991-001;G21 S.r.l.;TRAUMA SPINE E.I.R.L.;10/12/2025;12/12/2027;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0518;UND;UND;15ø 25øC;1;1;3;0;3;G21 S.r.l.;ITALIA;
20250400065;DM22318E;20606511991;CLI-1991-001;G21 S.r.l.;TRAUMA SPINE E.I.R.L.;10/12/2025;21/02/2028;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0519;UND;UND;15ø 25øC;1;1;3;0;3;G21 S.r.l.;ITALIA;
20250800037;DM22318E;20606511991;CLI-1991-001;G21 S.r.l.;TRAUMA SPINE E.I.R.L.;10/12/2025;13/07/2028;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0520;UND;UND;15ø 25øC;1;1;88;0;88;G21 S.r.l.;ITALIA;
20230500053;DM22318E;20606511991;CLI-1991-001;G21 S.r.l.;TRAUMA SPINE E.I.R.L.;10/12/2025;1/01/2026;Gu¡a de Remisi¢n Remitente;T001-00001148;INT-P0521;UND;UND;15ø 25øC;1;1;1;0;1;G21 S.r.l.;ITALIA;
20230100055;DM27007E;20606511991;CLI-1991-001;G21 S.r.l.;TRAUMA SPINE E.I.R.L.;10/12/2025;1/12/2025;Gu¡a de Remisi¢n Remitente;T001-00001149;INT-P0522;UND;UND;15ø 25øC;1;1;8;0;8;G21 S.r.l.;ITALIA;
25C24020;DM28330E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0523;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
25E21009;DM28330E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0524;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
25D09255;DM28330E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0525;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
25G15054;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0526;UND;UND;15ø 25øC;1;1;4;0;4;CG MedTech Co.,Ltd;COREA;
25G29032;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0527;UND;UND;15ø 25øC;1;1;3;0;3;CG MedTech Co.,Ltd;COREA;
25G15067;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0528;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
24F25063;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0529;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
24L03010;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0530;UND;UND;15ø 25øC;1;1;4;0;4;CG MedTech Co.,Ltd;COREA;
25D15018;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0531;UND;UND;15ø 25øC;1;1;5;0;5;CG MedTech Co.,Ltd;COREA;
25F13034;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0532;UND;UND;15ø 25øC;1;1;3;0;3;CG MedTech Co.,Ltd;COREA;
25C10021;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0533;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
24K22082;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0534;UND;UND;15ø 25øC;1;1;7;0;7;CG MedTech Co.,Ltd;COREA;
25H06004;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0535;UND;UND;15ø 25øC;1;1;8;0;8;CG MedTech Co.,Ltd;COREA;
25D07019;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2029;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0536;UND;UND;15ø 25øC;1;1;2;0;2;CG MedTech Co.,Ltd;COREA;
25H06005;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0537;UND;UND;15ø 25øC;1;1;6;0;6;CG MedTech Co.,Ltd;COREA;
25H06006;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2029;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0538;UND;UND;15ø 25øC;1;1;5;0;5;CG MedTech Co.,Ltd;COREA;
25D09003;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0539;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
25H06007;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0540;UND;UND;15ø 25øC;1;1;5;0;5;CG MedTech Co.,Ltd;COREA;
25D09014;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0541;UND;UND;15ø 25øC;1;1;3;0;3;CG MedTech Co.,Ltd;COREA;
25H05080;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0542;UND;UND;15ø 25øC;1;1;3;0;3;CG MedTech Co.,Ltd;COREA;
25A15003;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0543;UND;UND;15ø 25øC;1;1;2;0;2;CG MedTech Co.,Ltd;COREA;
25H01005;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0544;UND;UND;15ø 25øC;1;1;25;0;25;CG MedTech Co.,Ltd;COREA;
25G30049;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0545;UND;UND;15ø 25øC;1;1;5;0;5;CG MedTech Co.,Ltd;COREA;
25G30050;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0546;UND;UND;15ø 25øC;1;1;3;0;3;CG MedTech Co.,Ltd;COREA;
25H01016;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0547;UND;UND;15ø 25øC;1;1;3;0;3;CG MedTech Co.,Ltd;COREA;
25A14016;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0548;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
25H05084;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0549;UND;UND;15ø 25øC;1;1;5;0;5;CG MedTech Co.,Ltd;COREA;
25A14017;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0550;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
25H08004;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0551;UND;UND;15ø 25øC;1;1;5;0;5;CG MedTech Co.,Ltd;COREA;
25H01017;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0552;UND;UND;15ø 25øC;1;1;3;0;3;CG MedTech Co.,Ltd;COREA;
25G21020;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0553;UND;UND;15ø 25øC;1;1;16;0;16;CG MedTech Co.,Ltd;COREA;
25E13051;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0554;UND;UND;15ø 25øC;1;1;4;0;4;CG MedTech Co.,Ltd;COREA;
25E13052;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0555;UND;UND;15ø 25øC;1;1;10;0;10;CG MedTech Co.,Ltd;COREA;
25E13053;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0556;UND;UND;15ø 25øC;1;1;10;0;10;CG MedTech Co.,Ltd;COREA;
24J21055;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0557;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
24J25002;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0558;UND;UND;15ø 25øC;1;1;4;0;4;CG MedTech Co.,Ltd;COREA;
25A23010;DM28655E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0559;UND;UND;15ø 25øC;1;1;2;0;2;CG MedTech Co.,Ltd;COREA;
25A02009;DM28655E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0560;UND;UND;15ø 25øC;1;1;2;0;2;CG MedTech Co.,Ltd;COREA;
25A02013;DM28655E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0561;UND;UND;15ø 25øC;1;1;2;0;2;CG MedTech Co.,Ltd;COREA;
25A02014;DM28655E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0562;UND;UND;15ø 25øC;1;1;2;0;2;CG MedTech Co.,Ltd;COREA;
25A21001;DM28655E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0563;UND;UND;15ø 25øC;1;1;2;0;2;CG MedTech Co.,Ltd;COREA;
25A02015;DM28655E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0564;UND;UND;15ø 25øC;1;1;2;0;2;CG MedTech Co.,Ltd;COREA;
25A02021;DM28655E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0565;UND;UND;15ø 25øC;1;1;2;0;2;CG MedTech Co.,Ltd;COREA;
25D14007;DM28655E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0566;UND;UND;15ø 25øC;1;1;10;0;10;CG MedTech Co.,Ltd;COREA;
25C24025;DM28330E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0567;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
25G29035;DM28504E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0568;UND;UND;15ø 25øC;1;1;20;0;20;CG MedTech Co.,Ltd;COREA;
25G29045;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001150;INT-P0569;UND;UND;15ø 25øC;1;1;3;0;3;CG MedTech Co.,Ltd;COREA;
25D04002;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0570;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
 25H11003 ;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0571;UND;UND;15ø 25øC;1;1;40;0;40;CG MedTech Co.,Ltd;COREA;
25G15066;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0572;UND;UND;15ø 25øC;1;1;10;0;10;CG MedTech Co.,Ltd;COREA;
25H08015;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0573;UND;UND;15ø 25øC;1;1;38;0;38;CG MedTech Co.,Ltd;COREA;
25H11006;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0574;UND;UND;15ø 25øC;1;1;60;0;60;CG MedTech Co.,Ltd;COREA;
25H11007;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0575;UND;UND;15ø 25øC;1;1;23;0;23;CG MedTech Co.,Ltd;COREA;
25G29030;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0576;UND;UND;15ø 25øC;1;1;3;0;3;CG MedTech Co.,Ltd;COREA;
25F13086;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0577;UND;UND;15ø 25øC;1;1;15;0;15;CG MedTech Co.,Ltd;COREA;
25G29031;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0578;UND;UND;15ø 25øC;1;1;10;0;10;CG MedTech Co.,Ltd;COREA;
25G25034;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0579;UND;UND;15ø 25øC;1;1;4;0;4;CG MedTech Co.,Ltd;COREA;
25G15060;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0580;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
25H11008;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0581;UND;UND;15ø 25øC;1;1;5;0;5;CG MedTech Co.,Ltd;COREA;
25G28057;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0582;UND;UND;15ø 25øC;1;1;2;0;2;CG MedTech Co.,Ltd;COREA;
25D07003;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0583;UND;UND;15ø 25øC;1;1;1;0;1;CG MedTech Co.,Ltd;COREA;
25B21012;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0584;UND;UND;15ø 25øC;1;1;10;0;10;CG MedTech Co.,Ltd;COREA;
25H12016;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0585;UND;UND;15ø 25øC;1;1;40;0;40;CG MedTech Co.,Ltd;COREA;
25H11010;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0586;UND;UND;15ø 25øC;1;1;30;0;30;CG MedTech Co.,Ltd;COREA;
25D15017;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0587;UND;UND;15ø 25øC;1;1;13;0;13;CG MedTech Co.,Ltd;COREA;
25H12015;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0588;UND;UND;15ø 25øC;1;1;17;0;17;CG MedTech Co.,Ltd;COREA;
25H04012;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0589;UND;UND;15ø 25øC;1;1;15;0;15;CG MedTech Co.,Ltd;COREA;
25G28059;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0590;UND;UND;15ø 25øC;1;1;7;0;7;CG MedTech Co.,Ltd;COREA;
25D16019;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0591;UND;UND;15ø 25øC;1;1;3;0;3;CG MedTech Co.,Ltd;COREA;
25G29033;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0592;UND;UND;15ø 25øC;1;1;2;0;2;CG MedTech Co.,Ltd;COREA;
25H11014;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0593;UND;UND;15ø 25øC;1;1;3;0;3;CG MedTech Co.,Ltd;COREA;
25G29034;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0594;UND;UND;15ø 25øC;1;1;2;0;2;CG MedTech Co.,Ltd;COREA;
24F28047;DM28498E;20606511991;CLI-1991-001;CG MedTech Co.,Ltd;TRAUMA SPINE E.I.R.L.;10/12/2025;31/12/2099;Gu¡a de Remisi¢n Remitente;T001-00001151;INT-P0595;UND;UND;15ø 25øC;1;1;20;0;20;CG MedTech Co.,Ltd;COREA;
